"","X","Typ","Tidpunkt","Score","Spelare","Lag","Period","Event","Utv","Match","Domare1","Domare2","Domarpar"
"565",565,"Utvisning","05:25",NA,"Emanuel Karlsson","Örnsköldsvik IBF","Period3","Fasthållning",2,"Örnsköldsvik IBF - Gullänget-Kroksta IBS","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"566",566,"Utvisning","08:11",NA,"Kristian Sjöberg","Gullänget-Kroksta IBS","Period3","För många spelare på plan",2,"Örnsköldsvik IBF - Gullänget-Kroksta IBS","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"567",567,"Utvisning","19:53",NA,"Felix Sjögren-Kroon","Örnsköldsvik IBF","Period3","Hårt spel 5",5,"Örnsköldsvik IBF - Gullänget-Kroksta IBS","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"568",568,"Utvisning","19:53",NA,"Filip Olofsson","Gullänget-Kroksta IBS","Period3","Matchstraff 1",20,"Örnsköldsvik IBF - Gullänget-Kroksta IBS","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"569",569,"Utvisning","16:39",NA,"Olov Norberg","Obbola IK","Period1","Slag",2,"Obbola IK - Spöland Vännäs IF","Tony Cederholm","Joni Güzel","Tony Cederholm, Joni Güzel"
"570",570,"Utvisning","05:36",NA,"Oskar Granberg","Obbola IK","Period2","Obstruktion",2,"Obbola IK - Spöland Vännäs IF","Tony Cederholm","Joni Güzel","Tony Cederholm, Joni Güzel"
"571",571,"Utvisning","18:54",NA,"William Henriksson","Obbola IK","Period2","Slag",2,"Obbola IK - Spöland Vännäs IF","Tony Cederholm","Joni Güzel","Tony Cederholm, Joni Güzel"
"572",572,"Utvisning","01:43",NA,"Gustav Westerberg","Spöland Vännäs IF","Period3","Otillåten trängning",2,"Obbola IK - Spöland Vännäs IF","Tony Cederholm","Joni Güzel","Tony Cederholm, Joni Güzel"
"573",573,"Utvisning","08:56",NA,"Per Lundberg","Spöland Vännäs IF","Period3","Slag",2,"Obbola IK - Spöland Vännäs IF","Tony Cederholm","Joni Güzel","Tony Cederholm, Joni Güzel"
"574",574,"Utvisning","11:16",NA,"Tim Jangenmalm","Gimonäs Umeå IBF","Period1","Felaktigt avstånd",2,"Gimonäs Umeå IBF - IK SPIF Umeå","Tony Cederholm","Therese Jensen","Tony Cederholm, Therese Jensen"
"575",575,"Utvisning","15:28",NA,"Ludwig Andersson","Gimonäs Umeå IBF","Period2","Slag",2,"Gimonäs Umeå IBF - IK SPIF Umeå","Tony Cederholm","Therese Jensen","Tony Cederholm, Therese Jensen"
"576",576,"Utvisning","11:48",NA,"Kalle Zetterström","IK SPIF Umeå","Period3","Fördröjande av spelet",2,"Gimonäs Umeå IBF - IK SPIF Umeå","Tony Cederholm","Therese Jensen","Tony Cederholm, Therese Jensen"
"577",577,"Utvisning","15:38",NA,"Mathias Gunnarsson","IK SPIF Umeå","Period3","Hårt spel 2",2,"Gimonäs Umeå IBF - IK SPIF Umeå","Tony Cederholm","Therese Jensen","Tony Cederholm, Therese Jensen"
"578",578,"Utvisning","15:56",NA,"Samuel Hallin","Gimonäs Umeå IBF","Period3","Osportsligt uppträdande",12,"Gimonäs Umeå IBF - IK SPIF Umeå","Tony Cederholm","Therese Jensen","Tony Cederholm, Therese Jensen"
"579",579,"Utvisning","15:56",NA,"Samuel Hallin","Gimonäs Umeå IBF","Period3","Protest mot domslut",2,"Gimonäs Umeå IBF - IK SPIF Umeå","Tony Cederholm","Therese Jensen","Tony Cederholm, Therese Jensen"
"580",580,"Utvisning","19:50",NA,"Erik Morin","IK SPIF Umeå","Period3","Protest mot domslut",2,"Gimonäs Umeå IBF - IK SPIF Umeå","Tony Cederholm","Therese Jensen","Tony Cederholm, Therese Jensen"
"581",581,"Utvisning","08:58",NA,"Christoffer Edström","IBF Skellefteå","Period2","Otillåten trängning",2,"IBF Skellefteå - IBS Dalen","Jens Marklund","Johan Rönnberg","Jens Marklund, Johan Rönnberg"
"582",582,"Utvisning","09:43",NA,"Simon Lundberg","IBS Dalen","Period3","Obstruktion",2,"IBF Skellefteå - IBS Dalen","Jens Marklund","Johan Rönnberg","Jens Marklund, Johan Rönnberg"
"583",583,"Utvisning","12:41",NA,"Daniel Johansson","Team Thorengruppen Ungdom SK","Period3","Slag",2,"Team Thorengruppen Ungdom SK - Clemensnäs IF","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"584",584,"Utvisning","18:40",NA,"Markus Stenberg","Clemensnäs IF","Period3","Slag",2,"Team Thorengruppen Ungdom SK - Clemensnäs IF","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"585",585,"Utvisning","03:21",NA,"Hugo Englund","IBS Dalen","Period2","Hårt spel 2",2,"IBS Dalen - Täfteå IK","Viktor Grahn","Peter Poopuu","Viktor Grahn, Peter Poopuu"
"586",586,"Utvisning","12:10",NA,"Alexander Enholm","Täfteå IK","Period2","Obstruktion",2,"IBS Dalen - Täfteå IK","Viktor Grahn","Peter Poopuu","Viktor Grahn, Peter Poopuu"
"587",587,"Utvisning","02:18",NA,"Linus Berglund","Täfteå IK","Period3","Otillåten trängning",2,"IBS Dalen - Täfteå IK","Viktor Grahn","Peter Poopuu","Viktor Grahn, Peter Poopuu"
"588",588,"Utvisning","06:55",NA,"Edvin Johansson","IBS Dalen","Period3","Slag",2,"IBS Dalen - Täfteå IK","Viktor Grahn","Peter Poopuu","Viktor Grahn, Peter Poopuu"
"589",589,"Utvisning","19:36",NA,"Alvin Löfgren","IBS Dalen","Period3","Straff pga betr av målvaktsområde",2,"IBS Dalen - Täfteå IK","Viktor Grahn","Peter Poopuu","Viktor Grahn, Peter Poopuu"
"590",590,"Utvisning","16:13",NA,"Nicklas Cox","Obbola IK","Period2","Slag",2,"Obbola IK - IK SPIF Umeå","Tony Cederholm","Therese Jensen","Tony Cederholm, Therese Jensen"
"591",591,"Utvisning","17:22",NA,"Mattias Lejon","IK SPIF Umeå","Period2","Liggande spel",2,"Obbola IK - IK SPIF Umeå","Tony Cederholm","Therese Jensen","Tony Cederholm, Therese Jensen"
"592",592,"Utvisning","16:56",NA,"Pontus Larsson","Obbola IK","Period3","Osportsligt uppträdande",12,"Obbola IK - IK SPIF Umeå","Tony Cederholm","Therese Jensen","Tony Cederholm, Therese Jensen"
"593",593,"Utvisning","11:45",NA,"Anton Sigvardsson","Spöland Vännäs IF","Period2","Protest mot domslut",2,"Clemensnäs IF - Spöland Vännäs IF","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"594",594,"Utvisning","16:07",NA,"William Wiklund","Clemensnäs IF","Period3","Fasthållning",2,"Clemensnäs IF - Spöland Vännäs IF","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
