"","Typ","Tidpunkt","Score","Spelare","Lag","Period","Match","Straff","Domare1","Domare2","Domarpar"
"15","Straffmål","04:33","5-3","Stephanie Boberg","Pixbo Wallenstam IBK","Period3","Pixbo Wallenstam IBK - KAIS Mora IF","Straff","Olle Eliasson","Thomas Jonsson","Olle Eliasson, Thomas Jonsson"
"16","Räddad straff","00:37","","Adina Augustsson","Karlstad IBF","Period3","Linköping IBK - Karlstad IBF","Straff","Ludwig Broadhall","Robert Nordin","Ludwig Broadhall, Robert Nordin"
"17","Straffmål","03:00","0-1","Cornelia Fjellstedt","IKSU","Period1","Telge SIBK - IKSU","Straff","Thomas Bergström","Jonas Einarsson","Thomas Bergström, Jonas Einarsson"
"18","Straffmål","08:53","2-3","Emelie Wibron","IKSU","Period2","Täby FC IBK - IKSU","Straff","Olle Eliasson","Thomas Jonsson","Olle Eliasson, Thomas Jonsson"
"19","Straffmål","12:50","1-8","Emelie Wibron","IKSU","Period2","Linköping IBK - IKSU","Straff","Andreas Holm","Stefan Olsson","Andreas Holm, Stefan Olsson"
"20","Missad straff","12:01","","Izabell Rydell","Västerås Rönnby IBK","Period3","Västerås Rönnby IBK - Täby FC IBK","Straff","Jörgen Andersson","Daniel Dufvenberg","Jörgen Andersson, Daniel Dufvenberg"
"21","Straffmål","16:14","2-2","Therese Arneson","Warberg IC","Period1","Warberg IC - Telge SIBK","Straff","Jan Lord","Rickard Nilsson","Jan Lord, Rickard Nilsson"
"22","Missad straff","18:50","","Therese Arneson","Warberg IC","Period1","Warberg IC - Telge SIBK","Straff","Jan Lord","Rickard Nilsson","Jan Lord, Rickard Nilsson"
"23","Straffmål","16:27","5-10","Therese Gustafsson","Telge SIBK","Period3","Telge SIBK - Pixbo Wallenstam IBK","Straff","Anders Fredriksson","Johnny Lindberg","Anders Fredriksson, Johnny Lindberg"
"24","Räddad straff","04:18","","Jessika Eriksson","Karlstad IBF","Period1","Karlstad IBF - Pixbo Wallenstam IBK","Straff","Anders Fredriksson","Johnny Lindberg","Anders Fredriksson, Johnny Lindberg"
"25","Straffmål","16:30","0-1","Hanna Berg","Telge SIBK","Period1","Pixbo Wallenstam IBK - Telge SIBK","Straff","Frans Dahlstedt","Tobias Levin","Frans Dahlstedt, Tobias Levin"
"26","Missad straff","16:43","","Jennifer Stålhult","Täby FC IBK","Period2","Jönköpings IK - Täby FC IBK","Straff","Jan Lord","Rickard Nilsson","Jan Lord, Rickard Nilsson"
"27","Missad straff","12:15","","Therese Arneson","Warberg IC","Period1","IK Sirius FBC - Warberg IC","Straff","Olle Eliasson","Thomas Jonsson","Olle Eliasson, Thomas Jonsson"
"28","Räddad straff","10:08","","Ida Örnqvist","Warberg IC","Period3","Warberg IC - KAIS Mora IF","Straff","Patrik Cullander","Niklas Tollefors","Patrik Cullander, Niklas Tollefors"
"29","Missad straff","14:02","","Therese Gustafsson","Telge SIBK","Period1","Telge SIBK - IK Sirius FBC","Straff","Jonas Ottosson","Patrik Trofast","Jonas Ottosson, Patrik Trofast"
"30","Räddad straff","01:23","","Julia Sidklev Persson","Linköping IBK","Period2","IBK Dalen - Linköping IBK","Straff","Ludwig Broadhall","Robert Nordin","Ludwig Broadhall, Robert Nordin"
"31","Räddad straff","09:29","","Elin Gabrielsson","Endre IF","Period1","Täby FC IBK - Endre IF","Straff","Patrik Cullander","Niklas Tollefors","Patrik Cullander, Niklas Tollefors"
"32","Straffmål","00:21","1-1","Jennifer Stålhult","Täby FC IBK","Period2","Täby FC IBK - Endre IF","Straff","Patrik Cullander","Niklas Tollefors","Patrik Cullander, Niklas Tollefors"
"33","Straffmål","12:41","8-5","My Kippilä","KAIS Mora IF","Period3","Täby FC IBK - KAIS Mora IF","Straff","Anders Fredriksson","Johnny Lindberg","Anders Fredriksson, Johnny Lindberg"
"34","Straffmål","12:14","4-3","Therese Arneson","Warberg IC","Period3","Karlstad IBF - Warberg IC","Straff","Patrik Cullander","Niklas Tollefors","Patrik Cullander, Niklas Tollefors"
"35","Missad straff","17:28","","Amanda Berggren","Karlstad IBF","Period3","Karlstad IBF - Warberg IC","Straff","Patrik Cullander","Niklas Tollefors","Patrik Cullander, Niklas Tollefors"
"36","Räddad straff","08:54","","Therese Arneson","Warberg IC","Period3","Linköping IBK - Warberg IC","Straff","Anders Fredriksson","Johnny Lindberg","Anders Fredriksson, Johnny Lindberg"
"37","Räddad straff","02:27","","Åsa Tjusberg","Telge SIBK","Period3","Telge SIBK - KAIS Mora IF","Straff","Ludwig Broadhall","Robert Nordin","Ludwig Broadhall, Robert Nordin"
"38","Missad straff","12:20","","Julia Croneld","Täby FC IBK","Period2","IK Sirius FBC - Täby FC IBK","Straff","Anders Fredriksson","Johnny Lindberg","Anders Fredriksson, Johnny Lindberg"
"39","Missad straff","05:24","","Ellen Rasmussen","Malmö FBC","Period1","IKSU - Malmö FBC","Straff","Olle Eliasson","Thomas Jonsson","Olle Eliasson, Thomas Jonsson"
"40","Straffmål","19:55","3-5","Maja Liljeroth","IK Sirius FBC","Period3","IK Sirius FBC - Pixbo Wallenstam IBK","Straff","Jörgen Andersson","Daniel Dufvenberg","Jörgen Andersson, Daniel Dufvenberg"
"41","Straffmål","07:07","6-3","My Kippilä","KAIS Mora IF","Period3","KAIS Mora IF - IK Sirius FBC","Straff","Percy Lundkvist","Pierre Malmgren","Percy Lundkvist, Pierre Malmgren"
"42","Missad straff","16:22","","Stina Ander","Endre IF","Period3","Endre IF - Täby FC IBK","Straff","Olle Eliasson","Thomas Jonsson","Olle Eliasson, Thomas Jonsson"
"43","Räddad straff","17:03","","Ellen Rasmussen","Malmö FBC","Period3","Warberg IC - Malmö FBC","Straff","Percy Lundkvist","Pierre Malmgren","Percy Lundkvist, Pierre Malmgren"
"44","Missad straff","11:46","","Camilla Lundin","IBK Dalen","Period3","IBK Dalen - Endre IF","Straff","Ludwig Broadhall","Robert Nordin","Ludwig Broadhall, Robert Nordin"
"45","Räddad straff","06:39","","Jennifer Stålhult","Täby FC IBK","Period3","Warberg IC - Täby FC IBK","Straff","Anders Fredriksson","Johnny Lindberg","Anders Fredriksson, Johnny Lindberg"
"46","Missad straff","13:43","","Stephanie Boberg","Pixbo Wallenstam IBK","Period3","Täby FC IBK - Pixbo Wallenstam IBK","Straff","Olle Eliasson","Thomas Jonsson","Olle Eliasson, Thomas Jonsson"
"47","Straffmål","08:43","1-2","Cecilia Di Nardo","Malmö FBC","Period2","IK Sirius FBC - Malmö FBC","Straff","Ludwig Broadhall","Robert Nordin","Ludwig Broadhall, Robert Nordin"
"48","Straffmål","07:59","1-3","Ellen Rasmussen","Malmö FBC","Period3","IK Sirius FBC - Malmö FBC","Straff","Ludwig Broadhall","Robert Nordin","Ludwig Broadhall, Robert Nordin"
"49","Missad straff","11:31","","Felicia Forsmark","Telge SIBK","Period2","Malmö FBC - Telge SIBK","Straff","Percy Lundkvist","Pierre Malmgren","Percy Lundkvist, Pierre Malmgren"
"50","Räddad straff","07:00","","Ellen Rasmussen","Malmö FBC","Period2","Telge SIBK - Malmö FBC","Straff","Patrik Cullander","Niklas Tollefors","Patrik Cullander, Niklas Tollefors"
"51","Straffmål","10:23","2-5","Camilla Lundin","IBK Dalen","Period2","IBK Dalen - Pixbo Wallenstam IBK","Straff","Olle Eliasson","Thomas Jonsson","Olle Eliasson, Thomas Jonsson"
"52","Straffmål","05:35","1-4","Cornelia Fjellstedt","IKSU","Period3","IBK Dalen - IKSU","Straff","Jörgen Andersson","Daniel Dufvenberg","Jörgen Andersson, Daniel Dufvenberg"
"53","Räddad straff","06:20","","Therese Arneson","Warberg IC","Period1","Telge SIBK - Warberg IC","Straff","Ludwig Broadhall","Robert Nordin","Ludwig Broadhall, Robert Nordin"
"54","Räddad straff","03:34","","Malin Andréason","KAIS Mora IF","Period3","Linköping IBK - KAIS Mora IF","Straff","Patrik Cullander","Niklas Tollefors","Patrik Cullander, Niklas Tollefors"
"55","Straffmål","11:39","0-2","Stephanie Boberg","Pixbo Wallenstam IBK","Period2","Malmö FBC - Pixbo Wallenstam IBK","Straff","Simon Broman","Martin Matti","Simon Broman, Martin Matti"
"56","Räddad straff","11:57","","Tilda Flodell","Karlstad IBF","Period1","Täby FC IBK - Karlstad IBF","Straff","Jörgen Andersson","Daniel Dufvenberg","Jörgen Andersson, Daniel Dufvenberg"
"57","Straffmål","05:22","4-0","My Kippilä","KAIS Mora IF","Period2","KAIS Mora IF - Karlstad IBF","Straff","Ludwig Broadhall","Robert Nordin","Ludwig Broadhall, Robert Nordin"
"58","Missad straff","06:42","","My Kippilä","KAIS Mora IF","Period1","Endre IF - KAIS Mora IF","Straff","Jan Lord","Rickard Nilsson","Jan Lord, Rickard Nilsson"
"59","Missad straff","01:40","","Camilla Lundin","IBK Dalen","Period2","IBK Dalen - KAIS Mora IF","Straff","Therese Edin","Robert Nordin","Therese Edin, Robert Nordin"
"60","Straffmål","07:46","0-2","Amanda Berggren","Karlstad IBF","Period1","Västerås Rönnby IBK - Karlstad IBF","Straff","Jörgen Andersson","Daniel Dufvenberg","Jörgen Andersson, Daniel Dufvenberg"
